ColoEnvPO,id,to,phone,fax,todaysdate,ship,shippingco,for,datereqd,comments,desc1,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9,desc10,desc11,desc12,desc13,desc14,desc15,desc16,desc17,desc18,desc19,desc20,qty1,qty2,qty3,qty4,qty5,qty6,qty7,qty8,qty9,qty10,qty11,qty12,qty13,qty14,qty15,qty16,qty17,qty18,qty19,qty20,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,price16,price17,price18,price19,price20,addchg1,addchg2,addchg3,addchg4,addchg5,addchg6,addchg7,addchg8,addchg9,addchg10,addchg11,addchg12,addchg13,addchg14,addchg15,addchg16,addchg17,addchg18,addchg19,addchg20,recvd1,recvd2,recvd3,recvd4,recvd5,recvd6,recvd7,recvd8,recvd9,recvd10,recvd11,recvd12,recvd13,recvd14,recvd15,recvd16,recvd17,recvd18,recvd19,recvd20,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,date11,date12,date13,date14,date15,date16,date17,date18,date19,date20
20489,7784,West Print,3034337360,,2012-04-06,,,Henry Ham,2012-04-12,,8 1/2 x 11 Letterhead,Your quote# 20892,,Prints PMS 433,,Stock (you supply) is Antique Gray Classic Linen,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,379.00/lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-11,,,,,,,,,,,,,,,,,,,
20489,7785,West Print,3034337360,,2012-04-06,,,Henry Ham,2012-04-11,,Please flat sheet  4200 23x 17 1/2 that we will Provide,Your quote# 20883  will supply the sample that needs,to print.,Prints 185 Red outside print,,Prints 185 Red inside tint,,,#24 ww,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,415.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-13,,,,,,,,,,,,,,,,,,,
,7786,"Spicers Paper, Inc",3033739655,,2012-04-06,,,Inventory,2012-04-09,,,,,,23 x 35 #24 Encore,,,,,,,,,,,,,,,,,,,,68000,,,,,,,,,,,,,,,,,,,,$62.04/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-09,,,,,,,,,,,,,,,
20545,7787,Paper Plus,7209047145,,2012-03-22,,,Honeyman,2012-03-23,,9 x 12 Booklet #28 ww -,10305241 - For Source office PO 20545,,Placed order with Jim,,10 x 13 booklet  #28,,,Placed order with Steve,,additional 9 x 12 booklet #28 - Ordered 4/10/12,,,,,,,,,,6500,,,,,5500,,,,,1500,,,,,,,,,,$60.00,,,,,$69.00/m,,,,,$60.00/m,,,,,,,,$769.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7788,"Spicers Paper, Inc",3033739655,,2012-04-09,,,Inventory,2012-04-09,,23 x 35 70#,,,,,,,,,,,,,,,,,,,,22500,,,,,,,,,,,,,,,,,,,,$75.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-10,,,,,,,,,,,,,,,,,,,
20506,7789,QCD Inc.,,,2012-04-09,,,,2012-04-13,,Can you please apply peel & Seal to 700 - 10 x 13 booklet,Envelopes that we supply.,,,"We sent 1,400 to get 700.",,,Any questions please call Jeff,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,$61.00/Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-10,,,,,,,,,,,,,,,,,,,
0,7790,Lewis Paper-Vendor,3035739444,,2012-04-09,,,Honeyman,2012-04-10,,#10 reg,,#10 std window -,,Placed order with Del,,,,,,,,,,,,,,,,72000,,27000,,,,,,,,,,,,,,,,,,14.8,,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2012-04-10,,2012-04-10,,,,,,,,,,,,,,,,,
20553,7791,PDG,3032873770,,2012-04-09,,,TCAG,2012-04-10,,Please make negs from supplied PDF,,,,,#10,Xcel,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-10,,,,,,,,,,,,,,,,,,,
20481,7792,"Spicers Paper, Inc",3033739655,,2012-04-09,,,Inventory,2012-04-10,,17 1/2 x 22 1/2 28#,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,$35.28/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-10,,,,,,,,,,,,,,,,,,,
20555,7793,PDG,3032873770,,2012-04-10,,,AIM,2012-04-11,,Please make negs from supplied PDF,,,,,#10,Big City Mountaineers,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7794,Tharco,8005251831,8003621124,2012-04-10,,,Boxes,2012-04-11,"Attention Rita

Delivery Wednesday 2/16/11

Thanks  Don",,,,,,R-577 - 21 3/4 x 12 1/2 x 9 7/8,Z178048,,R-24  - 13 1/2 x 12 1/2 x 10 1/4,,,,,thanks,Don,,,,,,,,,,,1000,,,500,,,,,,,,,,,,,,,,,$745.00/m,,,$612.40/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,Complete,,,,,,,,,,,,,,,,,2012-04-11,,,2012-04-11,,,,,,,,,,,
20544,7795,PDG,3032873770,,2012-04-10,,,I3Logix,2012-04-11,,Please make negs from supplied PDF,,                                                               Type Set,,,9 x 12 Open End,Professional Case Management,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$15.00,,$15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-11,,,,,,,,,,,,,,,,,,,
20542,7796,PDG,3032873770,,2012-04-10,,,Frederic Printing,2012-04-11,,Please make negs from supplied PDF,,,,,9 x 12 Open End,National Geographic,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-11,,,,,,,,,,,,,,,,,,,
0,7797,Paper Plus,7209047145,,2012-04-10,,,Pioneer Press - Greeley,2012-04-11,,#6 3/4 Remittance,,,Placed order with Jim,,,,,,,,,,,,,,,,,23000,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-11,,,,,,,,,,,,,,,,,,,
20564,7798,PDG,3032873770,,2012-04-11,,,Pioneer Press,2012-04-12,,Please make negs from supplied PDF,,,,,6 3/4 Remittance,University Of Wyoming,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-11,,,,,,,,,,,,,,,,,,,
,7799,Star Graphics,3034236300,3034247993,2012-04-11,Star,,Inventory,2012-04-12,"               
Any questions Please contact me


thanks Don
ph-303-460-1387
fx-303-439-0588",,,Dense  Black - LOW TACK,,T100's Blankets,,,,,,,,,,,,,,,,,,#20,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2012-04-11,,2012-04-11,,,,,,,,,,,,,,,
,7800,"Spicers Paper, Inc",3033739655,,2012-04-11,,,Inventory,2012-04-12,,,,,,23 x 35 #24 Encore,,,,,,,,,,,,,,,,,,,,51000,,,,,,,,,,,,,,,,,,,,$63.97/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-12,,,,,,,,,,,,,,,
20564,7801,PDG,3032873770,,2012-04-11,,,Pioneer Press,2012-04-12,,Please make negs from supplied PDF,,,,,#10,Big City Mountaineers,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-12,,,,,,,,,,,,,,,,,,,
20481,7802,Best Cutting Die,,,2012-04-12,,,Boss Printing,2012-04-13,,2 1/4 x 3 1/2 MO Flex Dies,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$88.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-13,,,,,,,,,,,,,,,,,,,
20583,7803,PDG,3032873770,,2012-04-12,,,Frederic Prt,2012-04-13,,Please make negs from supplied PDF,,,,,#10,MoneyGram,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-13,,,,,,,,,,,,,,,,,,,
,7804,"Spicers Paper, Inc",3033739655,,2012-04-12,,,Inventory,2012-04-13,,,,,,23 x 35 #24 Encore,,,,,,,,,,,,,,,,,,,,42500,,,,,,,,,,,,,,,,,,,,$63.97/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-13,,,,,,,,,,,,,,,
20587,7805,PDG,3032873770,,2012-04-13,,,Mido,2012-04-16,,Please make negs from supplied PDF,,,,,A-6,Carpet Mills,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-13,,,,,,,,,,,,,,,,,,,
20592,7806,PDG,3032873770,,2012-04-13,,,Print Mobile,2012-04-16,,Please make negs from supplied PDF,,,,,9 x 12 BK,Metro Ambulance,,,***CANCELLED***,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7807,Western Belting Co.,3033223500,,2012-04-13,,,,2012-04-18,,Bearing - ER-16T for RA2,,Bearing - ER-12T for RA2,,Ordered with Greg,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,$99.82,,$96.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2012-04-16,,2012-04-16,,,,,,,,,,,,,,,,,
20512,7808,QCD Inc.,,,2012-04-13,,,Latex,2012-04-20,,9 x 12 Booklet White wove for latex,,,,,,,,,,,,,,,,,,,,25000,,,,,,,,,,,,,,,,,,,,$22.00/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-24,,,,,,,,,,,,,,,,,,,
20513,7809,QCD Inc.,,,2012-04-13,,,Latex,2012-04-20,,10 x 13 Open end Brownkraft for latex,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,$24.90/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-24,,,,,,,,,,,,,,,,,,,
20604,7810,PDG,3032873770,,2012-04-16,,,Pioneer Press,2012-04-17,,Please make negs from supplied PDF,,,,,#9 Remittance,Northern Colorado Medical,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,$52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-16,,,,,,,,,,,,,,,,,,,
20607,7811,PDG,3032873770,,2012-04-16,,,Ross Printing,2012-04-17,,Please make negs from supplied PDF,,,,,10 x 13 OE,Quit Plan,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-16,,,,,,,,,,,,,,,,,,,
20609,7812,Best Cutting Die,,,2012-04-16,,,Source Office,2012-04-19,,Double die mounted on saddle for both the WRW & RA,,Top Window - 1 x 2 1/4    5/8 L  3 7/8 B,Bottom Window - 1 1/4 x 3 1/2    2 7/8 L  2 1/4 B,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$375.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-18,,,,,,,,,,,,,,,,,,,
20591,7813,Paper Plus,7209047145,,2012-04-16,,,Pera/Ross/Honeyman,2012-04-17,,10 x 13 BK 28# - Honeyman,,10 x 13 OE 28# - Ross,,,,,,,,,,,,,,,,,,5500,,3500,,,,,,,,,,,,,,,,,,$69.00/M,,$69.00/M,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2012-04-17,,2012-04-17,,,,,,,,,,,,,,,,,
,7814,"Spicers Paper, Inc",3033739655,,2012-04-16,,,Inventory,2012-04-17,,,,,,23 x 35 #24 Encore,,,,,,,,,,,,,,,,,,,,42500,,,,,,,,,,,,,,,,,,,,$63.97/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-17,,,,,,,,,,,,,,,
20530,7815,PDG,3032873770,,2012-04-16,,,IC Group,2012-04-17,,Please make negs from supplied PDF,,,,,9 x 12 OE,OppenheimerFunds,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-17,,,,,,,,,,,,,,,,,,,
20601,7816,PDG,3032873770,,2012-04-17,,,Frederic Prt,2012-04-18,,Please make negs from supplied PDF,,,,,#10,University Of Colorado,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,$130.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-19,,,,,,,,,,,,,,,,,,,
,7961,"Spicers Paper, Inc",3033739655,,2012-05-31,,,,2012-06-01,,,,,23 x 35 Pacsetter 60#,,28 x 40 Pacesetter 60#,,,,,,,,,,,,,,,,,,30000,,9600,,,,,,,,,,,,,,,,,,$63.97/M,,$89.11/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2012-06-01,,2012-06-01,,,,,,,,,,,,,,
,7963,"Spicers Paper, Inc",3033739655,,2012-06-01,,,,2012-06-04,,,,,23 x 35 Pacsetter 60#,,,,,,,,,,,,,,,,,,,,45000,,,,,,,,,,,,,,,,,,,,$63.97/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-06-04,,,,,,,,,,,,,,,,
20924,7964,PDG,3032873770,,2012-06-04,,,Communications Today,2012-06-05,,Please make the following negs from e-mailed PDF's,,2/0 - Membership service required,,2/0 - Welcome to AAA,,2/0 - Get $15 off memebership,,,,6 total negs (3 versions) all print 485 & 287,,,Thanks,Don the GREAT,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,26.00/lot,,26.00/lot,,26.00/lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,Complete,,,,,,,,,,,,,,,,2012-06-04,,2012-06-04,,2012-06-04,,,,,,,,,,,,,
20979,7962,Pepperdines,,,2012-06-01,,,Honeyman,2012-06-04,,Poly Plates .107 thick,AA15,,Price per Marla 6/1/12,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-06-04,,,,,,,,,,,,,,,,,,,
,7965,Frank C. Meyer Co.,6017762117,,2012-06-01,,,Colo Env,2012-06-06,Color Env Accout number # 17749,Tops #10,bottoms #10,#7 3/4 tops -,7 3/4 bottoms,,,Order Placed With Jana,Metro Park Warehouse,251 s 55th st,Kansas city Kansas  66106,,,,1400 lbs 1 skids,,Price is $178.11,Quote #743370 per mark 6/1/12,1-816-231-3525,Midwest Motors Rep is Mark Downing call for $$$$,Marks Cell # 303-522-6958,1000,1000,2500,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,Complete,Complete,,,,,,,,,,,,,,,,,2012-06-06,,,,,,,,,,,,,,,,,,,
20925,7966,PDG,3032873770,,2012-06-04,,,Communications Today,2012-06-05,,Please make the following negs from e-mailed PDF's,,#9 reg - AAA Colorado,,,,,,,,,,,Thanks,Don the GREAT,,,,,,,,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-06-04,,,,,,,,,,,,,,,,,
19905,7587,PDG,3032873770,,2012-01-24,,,IPS,2012-01-25,,Please make negs from supplied PDF,,Western Union,,,#10,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-01-25,,,,,,,,,,,,,,,,,,,
19904,7588,PDG,3032873770,,2012-01-25,,,Fittje Bros,2012-01-25,,Please make negs from supplied PDF,,Indicia Presorted first class,,,6 1/8 x 9 1/2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-01-25,,,,,,,,,,,,,,,,,,,
20617,7817,PDG,3032873770,,2012-04-18,,,Good Sam,2012-04-19,,Please make negs from supplied PDF,,,,,6 x 9 OE BK,Good Sam,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-19,,,,,,,,,,,,,,,,,,,
20620,7818,PDG,3032873770,,2012-04-18,,,AIM Direct,2012-04-19,,Please make negs from supplied PDF,,,,,#9,Big City Mountaineers,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-19,,,,,,,,,,,,,,,,,,,
20627,7826,Best Cutting Die,8476755522,,2012-04-18,,,Cottrell Prt,2012-04-20,,MO Double Window Flex Dies,,Top Window - 1 1/8 x 3 1/4,                        1 L  9 3/4 B,,Bottom Window - 1 1/4 x 3 1/4,                            1 L  7 7/8 B,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$190.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-20,,,,,,,,,,,,,,,,,,,
,7827,"Spicers Paper, Inc",3033739655,,2012-04-17,,,Inventory,2012-04-18,,28 x 40 60#,,23 x 35 60#,,19 x 25 60#,,,,,,,,,,,,,,,,7500,,17000,,15000,,,,,,,,,,,,,,,,$89.06/M,,$63.97/M,,$37.65/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-19,,,,,,,,,,,,,,,,,,,
20618,7828,PDG,3032873770,,2012-04-18,,,Good Sam,2012-04-19,,Please make negs from supplied PDF,,,,,6 x 9 1/2 BK,Good Sam,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-19,,,,,,,,,,,,,,,,,,,
20612,7829,PDG,3032873770,,2012-04-18,,,Good Sam,2012-04-19,,Please make negs from supplied PDF,,,,,#9,Good Sam,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-19,,,,,,,,,,,,,,,,,,,
20630,7830,PDG,3032873770,,2012-04-25,,,Good Sam,2012-04-26,,Please make negs from supplied PDF,,,,,#9,Good Sam,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-30,,,,,,,,,,,,,,,,,,,
20615,7831,PDG,3032873770,,2012-04-18,,,Frederic,2012-04-19,,Please make negs from supplied PDF,,,,,#10,CU Boulder,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-19,,,,,,,,,,,,,,,,,,,
0,7832,Western Belting Co.,,,2012-04-19,,,RA 1,2012-04-20,,gates 600H200 powergrip timing belt,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,77.30 each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-27,,,,,,,,,,,,,,,,,,,
20481,7839,Best Cutting Die,8476755522,,2012-04-19,,,COLORADO ENVELOPE,2012-04-20,,2 1/4 x 4 1/2,Fex die,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,50.00/each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-20,,,,,,,,,,,,,,,,,,,
,7840,Tharco,8005251831,8003621124,2012-04-20,,,Boxes,2012-04-20,"Attention Rita
WILL CALL

Thanks  Don",R-24 boxes - 13 1/2 x 12 1/2 x 10 1/4,,,R-518 - 16 x 12 x 8,,9 x 12  -    12 x 12 1/8 x 9 1/8,Z181603,,,,,,,thanks,Don,,,,,,500,,,500,,500,,,,,,,,,,,,,,,520.00/m,,,$536.40/m,,$480.00/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,Complete,,Complete,,,,,,,,,,,,,,,2012-04-20,,,2012-04-20,,2012-04-20,,,,,,,,,,,,,,
20647,7841,Rock-Tenn Company,8707419401,,2012-04-20,,,#11 folding cartons,2012-05-01,,#11 Tops and Bottoms Folding Cartons,,,,top 147.54/m,bottom 178.74/m,,,,Mid West Motor Express for,South Eastern Freight Lines,Quote Number 525386     -   $277.33,,72601 (pick up zip code),tops - 725 per skid (1/2 skid),Botoms - 578 lbs   (Per skid) (1/2 skid),,jujones@rocktenn.com,Placed order with Justin,,2500,,,,,,,,,,,,,,,,,,,,326.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-26,,,,,,,,,,,,,,,,,,,
,7842,McCoy Sales,3036662191,,2012-04-20,,,RA's,2012-04-23,,W169PLP-6-2   Parker 90 MPT SWVL,,,,,,,,,,,Placed order with justin,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4.81/each,,,,,,,,,,,,,,,,,,$26.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7843,INX International Inc.,8007264657,,2012-04-20,truck,,RA,2012-04-25,"


Don",5 gallon pails Flexo - Black Product # 1370737-3421,Please fax back pricing please,,,,,,Placed Order with alidia!,,"Thank you , Don",,,,,,,,,Call for Pricing and Delivery - 1-800-726-4657,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-25,,,,,,,,,,,,,,,,,,,
20657,7844,"Spicers Paper, Inc",3033739655,,2012-04-20,,,Inventory,2012-04-23,,25 x 38 60#,pacesetter hight bright 23 x 35 - #80,for Source Office PO,trim too 11 x 14 3/8 grain 14 3/8,,,,,,,,,,,,,,,,,17000,3500,,,,,,,,,,,,,,,,,,,$75.26/M,$109.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20661,7845,PDG,3032873770,,2012-04-20,,,Source Office,2012-04-23,,Please make negs from supplied PDF,,,,,5 x 11 1/2 Open End,Leprino Foods,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-23,,,,,,,,,,,,,,,,,,,
20516,7846,"Spicers Paper, Inc",3033739655,,2012-04-20,,,Inventory,2012-04-23,,,,23 x 35 60#,,10 x 11 1/4 Grain 10,,,,,,,,,,,,,,,,,,25500,,6000,,,,,,,,,,,,,,,,,,$63.97/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20662,7847,PDG,3032873770,,2012-04-23,,,Mido,2012-04-24,,Please make negs from supplied PDF,,2 versions  1 neg each,,,4 3/4 x 6 1/2 BK,Carpet Mills,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-23,,,,,,,,,,,,,,,,,,,
20444,7848,INX International Inc.,8019726369,,2012-04-23,fed ex,Ground,RA,2012-04-25,"


Don",Flexo - PMS 717 baby shit orange,Please fax back pricing please,,,1-800-726-4657,,,,,Placed order with Michele,,,,,,,,,,,5 gallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-25,,,,,,,,,,,,,,,,,,,
0,7849,"Denver Adhesive Company, Inc",,,2012-04-24,,,COLORADO ENVELOPE,2012-04-24,,  TOTE FRONT SEAL Vectorseal 32-888P,NET 2579.422 LBS,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7850,Lewis Paper-Vendor,3035739444,,2012-04-24,,,Honeyman,2012-04-25,,,,#10 std window -,,Placed order with Sandi,,,,,,,,,,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2012-04-25,,,,,,,,,,,,,,,,,
